gene_symbol,log2fc,pval,padj
MEI1,-2.2784348,0.09829668340501774,0.34104630123689056
RPF2,-0.2394086,0.09791342357641301,0.33995651321904163
VTN,-1.0378572,0.09760595191127153,0.33912850794829846
RNF126,-0.37892443,0.09665070070990084,0.33616594327933313
CXCL17,-2.7455556,0.0962496504249669,0.334889510999062
C8orf76,-0.67050654,0.09617882517145185,0.334761561430534
AADACL2,-2.837114,0.09589945840440448,0.33390741121788575
SDC3,-0.8025496,0.09571084359304571,0.3333097071779073
PAPOLG,-0.82581985,0.0950809724268129,0.33145129666015427
GPR82,-1.4235146,0.09447122230282812,0.3295180367071503
CARD9,-1.9119805,0.09427907861818073,0.3289645508057976
RP11-670E13.6,-1.6207653,0.09421172900687608,0.3287878977162225
ZNF467,-1.8867633,0.09396030439857803,0.32802690076080276
TPK1,-1.0849153,0.09353029660098174,0.3267999204875771
MX1,-0.4222272,0.09344012120817095,0.3265587741192779
SHLD1,-1.8911626,0.093380712530546,0.3264091679601059
SSR1,-0.13708355,0.09316485829562128,0.3257744919346872
DCAF7,-0.31293848,0.09288653226329172,0.32491282642961067
LMBR1L,-0.61371255,0.09266532186756818,0.3242544151201505
MGAT2,-0.46941647,0.09261029917627239,0.3241195625496383
ANXA3,-1.1651949,0.09258664463590731,0.324116410162753
SFTA3,-3.3203332,0.09254732613862983,0.3240891802007806
MBD4,-0.28113976,0.09252055165124366,0.3240891802007806
ATP5MC3,-0.08536592,0.09244538848239563,0.3238883158126983
SH2D4A,-1.9494742,0.09242148321454721,0.32388022000895494
SIRT7,-0.6054657,0.09236458589054794,0.3238360356241001
FHIT,-0.8343352,0.09223865847970976,0.3235676187382789
RBBP8,-0.9598903,0.09219179075417858,0.3234609189522946
CASS4,-2.9233859,0.09187727896794941,0.3225876891192538
IL1RAP,-0.99879366,0.09167750725259001,0.3219437663154893
RNASEK,-0.8735909,0.09165121775428146,0.3219089395292394
GRK3,-1.9922676,0.09124577213533996,0.3207140457141678
TSPAN32,-3.0260694,0.09122746670526442,0.3207140457141678
UBLCP1,-0.39607117,0.09104879200196854,0.3202506884333999
SLC34A2,-3.3417985,0.090978805857161,0.32006177863007684
CCR5,-3.2121012,0.09089033115437843,0.3198334332138254
MEGF9,-0.74803257,0.09083812144884916,0.31973847904176017
CFI,-0.7964911,0.0904959885974204,0.3186483036895559
OSBPL11,-0.77750057,0.09048675617157984,0.3186483036895559
FUBP1,-0.33232674,0.09042634445903755,0.31851715957606525
PDS5A,-0.36741808,0.09041516066674386,0.31851715957606525
PSD4,-2.5324085,0.089786194070238,0.31643236203782393
MAGT1,-0.2606445,0.08973310592894158,0.3163019592640462
LEF1,-3.7507515,0.08948135159105554,0.3154711018438827
TRAPPC2B,-0.71014744,0.08946277710574678,0.3154621813940447
DUSP16,-1.1800574,0.08932287526836707,0.3150253584801136
RBM26,-0.45798096,0.08898120538980342,0.3140456758884069
AMPD3,-3.1844342,0.08897237357051706,0.3140456758884069
PIK3CD,-1.9446868,0.08891194976176102,0.3140267210734229
HAUS1,-0.29711828,0.08884053231860789,0.31388725003566365
DELE1,-0.881806,0.08862710753220839,0.313245764569168
TBPL1,-0.41785288,0.08845227037610075,0.3127965000242613
UBXN2B,-0.6427097,0.08833010474333927,0.3125331148935643
SNX30,-1.4759718,0.08830925410600225,0.31251557851551764
MET,-3.401165,0.08816121907261178,0.3120885928469218
RASGRP1,-3.3501256,0.08804266150556296,0.3117966157280942
CDKN1C,-0.38556498,0.08797399533399383,0.31160956516969673
KBTBD8,-2.5697572,0.08751741463029698,0.31032775589917033
STMP1,-0.21997644,0.08743220604196998,0.31008153593023335
VHL,-0.8416467,0.08732422627968807,0.3097544537454856
JAK3,-2.1666787,0.08721744048868228,0.30943148951433974
ICAM4,-1.9362383,0.08710370608670426,0.30919535459049996
PRKAA1,-0.40938002,0.0870280400457825,0.3089825430444521
GRAMD1A,-0.41781697,0.08681597031380225,0.3084524048265233
ASXL1,-0.5609227,0.08673293558445325,0.3082130814136128
RNF2,-0.8300307,0.08664321124769259,0.3080055721482791
ZNF800,-0.40623102,0.08646479649117468,0.3074585577470456
EIF5A,-0.095606856,0.0863464672280042,0.30711726458701494
NEK6,-0.8667354,0.08616370533613134,0.306522665880046
ATP5F1B,-0.097036526,0.08553839491554546,0.3047392500143966
PXK,-0.4766994,0.08551273196591076,0.30470303296733187
PGC,-1.8240484,0.08538931605268353,0.3043184216472473
EGR3,-0.8844553,0.08533780184831605,0.30418996735706855
SPNS3,-3.6294913,0.08525751119384005,0.3039588730903505
GREB1,-2.2826357,0.0851977996571809,0.3038010766883371
BANP,-0.7475981,0.08512027847637864,0.3035797053151745
SNAI3,-4.1641445,0.08490400092414588,0.3028632921209282
PIGR,-2.8978455,0.08476298225337016,0.30247001035676296
PTGDR,-3.4745488,0.08462453846179825,0.3020307996434702
ALAS1,-0.58651483,0.08460519213688505,0.30201657367382606
PLEKHM1,-0.8811264,0.0845749872250517,0.3019635734190969
CLIP4,-0.83205897,0.08434476330189881,0.3011962833348955
SDHAF3,-0.5537933,0.08391847499040608,0.2997828952146374
RP11-138A9.1,-0.90736705,0.0836828697896983,0.2989955634753858
BX284668.5,-0.6522846,0.08367026321348689,0.2989955634753858
ACAA2,-0.18177801,0.08338178370767665,0.298028109663759
GMNN,-0.6345863,0.08333099008108168,0.2979548876112435
GFOD1,-0.6999332,0.083208560158643,0.29773370515727726
ARL6IP6,-0.4488739,0.08299700660202199,0.2970848614252605
PHYHIP,-0.87662804,0.08294431675277272,0.2970035388201171
CCDC80,-0.5667296,0.08293701534873134,0.2970035388201171
AL139246.5,-1.9635185,0.082772350731813,0.2964966223517776
NPDC1,-0.40005985,0.08251312586073162,0.29572969024311063
EPN1,-0.29103103,0.08208349532477686,0.29435084535396006
CP,-1.6878445,0.08179584950538395,0.29353349023085584
ECSCR.1,-2.329337,0.08178811453004456,0.29353349023085584
RPP25,-1.1821313,0.0817262560865418,0.2933908430114268
CBX4,-1.289075,0.0814326897030661,0.2924437525007645
POMC,-1.6779041,0.08124788262900699,0.2918866925363668
RTRAF,-0.11578059,0.08111078127268892,0.2914474015686421
DOCK11,-0.57544214,0.08104703555681009,0.2913248287235832
ATP8B4,-2.610835,0.08104294083757729,0.2913248287235832
UQCC2,-0.14066154,0.08097949416266391,0.2911885175980793
SRD5A3,-0.36237577,0.08076821136414941,0.29064139308966064
GPATCH2L,-0.3957286,0.08004807795993646,0.2882610455766063
AL031777.3,-3.1419554,0.07937140917128821,0.28592903025391514
RP11-138A9.2,-1.4217492,0.07933015256098269,0.28583821352405714
LACTB2,-0.50153387,0.07931154248365585,0.28583821352405714
TXNRD1,-0.26498094,0.07928162291234635,0.28583821352405714
SH3PXD2B,-0.68606055,0.07924618387304094,0.28579208864851996
TMEM19,-0.6448104,0.07919719366479878,0.28572022419032544
TTC7A,-1.3849214,0.07912362904775812,0.2855072112932685
MRPS12,-0.24001913,0.07890026372460546,0.28480576195211904
SF3A1,-0.43328047,0.07873163926262687,0.28424926389676264
RAB11A,-0.14343609,0.07873088936462908,0.28424926389676264
NFATC3,-0.61230147,0.07869365174223658,0.2842164916524349
SOX17,-2.4094002,0.07826333874519083,0.28287017764851874
ACLY,-0.45574135,0.0781872494469401,0.2826471223801684
PKP2,-2.6445537,0.07818675232942399,0.2826471223801684
RTCA,-0.47900742,0.07813854415857044,0.28257495958172
MALAT1,-0.30064085,0.07809706475601466,0.2824769108228036
SPG11,-0.63971233,0.07806776676641473,0.28242289423390005
HCAR2,-2.58651,0.0779853831395033,0.28217677646097056
FGFBP2,-2.4951546,0.0776783109744608,0.28122094464736663
HSPA12B,-2.4720166,0.07752267618579632,0.2807608876708652
VDR,-2.1536403,0.0774168417552929,0.2804809181117688
MEPCE,-0.64987963,0.07720109786650749,0.2797508268063528
MSL2,-1.2655891,0.07707817615972336,0.2793568847285679
NUDT21,-0.24861537,0.07691959752792252,0.27893639369126016
UBC,-0.06372024,0.07661668370097233,0.27824847338908715
TRGC1,-3.7782128,0.07644228412556635,0.2777690242980753
FAM215B,-0.8649062,0.07642739946393769,0.2777662713974016
PPM1N,-2.66334,0.07572854468537471,0.27548097050949816
ZNF124,-2.2966743,0.07572055342191508,0.27548097050949816
SH2D3C,-3.1857293,0.07559254495435831,0.27508802866788695
LINC01272,-1.9188341,0.07548499979842506,0.27490017892880786
LRRK2,-0.6989646,0.07526088667361303,0.27418557601937726
HIST1H2BD,-2.2338173,0.0751727416736077,0.2739152051123933
TAF12,-0.22909814,0.07504813409183358,0.2735625533024902
ETHE1,-0.1629774,0.07501616748063555,0.27352038997315303
BUD31,-0.11284009,0.0748800134903951,0.27315228668796815
EXOC6,-0.6945664,0.0748660973076641,0.2731521999004066
DOK1,-0.76181847,0.07441544750379873,0.2716087857471117
CDC26,-0.19615994,0.07440422762315227,0.2716087857471117
ABCC9,-0.87297684,0.07394255135829075,0.2700833075992407
ADGRG1,-2.3929012,0.07388841872191912,0.26993572815131434
FGF18,-2.4417584,0.07386682220012168,0.2699069797619016
CTLA4,-4.742669,0.073672685642725,0.2692476477894533
PRRG4,-1.9881876,0.07345746789089144,0.26851101202281236
ORMDL1,-0.18423869,0.0733906424523709,0.2683166254924724
SNX27,-0.38253552,0.0732415863505983,0.26782147495359193
LINC01857,-3.0039868,0.07312548517467284,0.26754620199189005
GCLM,-0.94729435,0.07301541083783541,0.2671931896321459
TEN1,-0.75191486,0.07299308325014546,0.26716120678785554
CNOT9,-0.8065586,0.07298579861481817,0.26716120678785554
FLVCR2,-1.9666628,0.07285078819359718,0.266739701575886
AL161935.3,-3.9914844,0.0726330902272215,0.2660416952398713
ASAP1,-0.4828041,0.0723636419141498,0.2651041414786684
N4BP2,-1.0852351,0.07211944193580251,0.2643572832479025
HHIP,-3.6954074,0.07209245370170017,0.26431360089708494
DEPTOR,-1.6514246,0.072075939122219,0.26431360089708494
NUP58,-0.4931484,0.0718529474169735,0.2635769873344278
TTPAL,-1.070015,0.07182279411773607,0.26351553982887227
SFTA2,-2.111797,0.0717527856955034,0.26335696702351835
MCM5,-0.5907622,0.07159396766143614,0.2628721927468081
CATSPER1,-3.1912794,0.07151767098831881,0.2626901638281944
LCORL,-1.1739013,0.07136343196826883,0.2621726082511401
AL355075.4,-1.9554826,0.07098109398903961,0.2609142400472045
FGD4,-0.22725086,0.07039260041233528,0.2588962419205642
TNIP2,-0.40501508,0.07021735850631156,0.25831008726495225
KMT5C,-1.7949314,0.07019823805304769,0.25831008726495225
CEP68,-0.6160468,0.07019141035519535,0.25831008726495225
ATXN2L,-0.7894104,0.06961824375025745,0.256624279830814
NFIL3,-0.22637141,0.06954842171168031,0.25641497612883146
LFNG,-2.9098713,0.06930415941374307,0.2555623372830113
RAB3IL1,-2.0101492,0.06920624705761153,0.25529704120952307
RMDN3,-0.46020794,0.06906262325017073,0.2548150306520655
KLHL5,-0.9241053,0.06904757829597556,0.254807335671072
ZNF451,-0.4025955,0.06875306135448207,0.25395879999094995
DOCK10,-0.74894726,0.06874030890326312,0.25395879999094995
PARP9,-0.5624053,0.06839650401845121,0.25297442851971175
MIOS,-1.1515502,0.06831923175172958,0.25273616833537293
AL136987.1,-4.017645,0.06817223445158348,0.2522873092013993
AMDHD2,-0.61486155,0.06802660629894118,0.25179577052894986
SETX,-0.3788456,0.06784050484899581,0.2512015077854907
TBC1D4,-1.3643206,0.06782811298948932,0.2512015077854907
CALHM6,-2.9350607,0.06772108948299017,0.2508538171466753
C15orf61,-0.42812866,0.06767668461299643,0.2507365692219212
RASIP1,-1.9441533,0.06762766826835812,0.250602188747165
CLINT1,-0.24657762,0.06761972242473345,0.250602188747165
RABIF,-0.39831156,0.06682026544938809,0.2480980919062035
NARF,-0.38852534,0.0667162988244353,0.24783220621312052
RPS6KA5,-1.0433278,0.0666700372552024,0.24770715655929507
SUZ12,-0.5944516,0.06656299514965655,0.24740295097023576
IRAK4,-0.639103,0.06652182931567467,0.24729669275946217
AKAP7,-1.2235124,0.06645000273265705,0.2470763906447623
FSCN1,-0.8934656,0.06638367437397577,0.24687645272198064
MTX1,-0.25266206,0.06633304061104099,0.24673481734663033
WASHC4,-0.39930132,0.06626941327440658,0.24659144659375135
GBA,-0.4831828,0.06604960290875009,0.24600630657166966
TIAM1,-3.0129907,0.065930411757753,0.24565543982962654
QARS,-0.19223447,0.06584442755067889,0.2453815645378029
IL1RL1,-2.3321834,0.06576090844022343,0.2451167737917864
FAM78A,-4.039939,0.065624703229621,0.24474827672625343
RNF19B,-0.9035255,0.065494749851609,0.244402689615171
SLC12A7,-1.8734013,0.06522091012072548,0.24351947109641178
SRRM2,-0.11273896,0.06521298373594248,0.24351947109641178
ACKR3,-0.6882473,0.0651262738880766,0.243304730607517
GPR155,-0.94224745,0.06490618093246218,0.24257466821784288
CCR6,-4.424908,0.0647424724427978,0.24200883900575856
LIPE-AS1,-1.406166,0.06453789133526389,0.24128998277884744
COA1,-0.30428994,0.06442731719695552,0.24092238697728025
TSPAN15,-0.7126887,0.06442031872996035,0.24092238697728025
TOR3A,-0.45176992,0.0640612728016025,0.2396447385512002
DCP1A,-0.40304905,0.0639484223546457,0.23926810282341462
THSD7A,-3.5386262,0.06390627745130568,0.23915592448564377
ENOPH1,-0.40566587,0.06378671098948183,0.2387539142347595
MMRN2,-1.4614536,0.06360351082874151,0.2381496637876093
PSMA3-AS1,-0.24972333,0.06335922305920258,0.23733454825491354
RPL7A,-0.06448555,0.06319790891922687,0.23686566625425823
ULBP2,-2.9444473,0.0625407280472248,0.23453667649523824
PHF11,-0.24207352,0.06251900247661459,0.2344999287858062
PLVAP,-1.8167378,0.06243939544688671,0.23424602046874385
GAS2L3,-2.8303502,0.062164622364563604,0.2333487600099369
NRP1,-0.40680084,0.061607244175638044,0.2315501392133673
AC004817.3,-3.5851064,0.06137644818821307,0.2307425859037563
RINL,-2.3441908,0.061134182772402776,0.22987575094109453
GSTM5,-0.61416197,0.060313465702270086,0.22713720793680028
TBX21,-4.2199583,0.06029178050805098,0.22709903991365868
TACSTD2,-1.3378764,0.06017483220654472,0.22674541028077472
PPM1M,-0.6548008,0.06012454020078805,0.22659933092349907
SYCE1L,-2.1354353,0.0599065447740771,0.2258210282492147
ZNF385B,-2.051344,0.059495152084158995,0.2244423791785752
FNBP1L,-1.5712508,0.05944553013994054,0.2243412694071998
PARP10,-0.80148333,0.05935827892583841,0.22409801847923097
ESCO1,-0.5624607,0.05933945455135113,0.22406997414800575
CLNS1A,-0.1796918,0.05901546380841889,0.22297502870890318
RYBP,-0.38747573,0.05898805454270777,0.22295715655876977
SMARCA2,-0.27203065,0.05897090448075739,0.22293519013663754
CSF3,-1.8159039,0.05896420328271872,0.22293519013663754
ZDHHC20,-0.702249,0.058957896850292874,0.22293519013663754
SCLT1,-0.9991402,0.05860406058310844,0.2219324035410397
SLTM,-0.18766634,0.058237163221199796,0.22075556260945256
C21orf91,-1.2385935,0.058181591885784555,0.22058743919365523
YDJC,-0.89908224,0.05812470134252122,0.2204142483696533
STK32C,-1.7180053,0.05794226285442706,0.219849627989916
PARP12,-1.1644499,0.05786422074301593,0.21963828344578745
HSH2D,-3.505942,0.057689235692930656,0.21905457510861318
OAS2,-2.2977612,0.05768362331652544,0.21905457510861318
FBXO6,-1.4485836,0.057648217754555205,0.21898749178710672
SQOR,-0.3483494,0.057611090358158104,0.21893105114458922
AGTPBP1,-0.9246497,0.05731228390399494,0.2179640476054833
MED28,-0.18196017,0.05717575430261142,0.21761317868717492
KDM5A,-0.39834768,0.05639813323955293,0.21494477529678033
TATDN3,-0.77746415,0.056336434764363154,0.21475125636620943
ZMYND15,-3.8820424,0.05629830476098621,0.21464752146800675
TOM1,-0.5012632,0.056256026469073024,0.2145840009879689
LINC00861,-3.7830176,0.05620070652506371,0.21448336407139026
OSBPL3,-3.4246116,0.056076969325946364,0.21405268314633225
CCDC71L,-0.76559293,0.055955723279438284,0.21363134584860494
CLPP,-0.25962827,0.055860315679677496,0.21334994694907125
KCNE1,-5.053597,0.05575243869698682,0.21302068590364456
USP38,-0.82040215,0.055747171671971844,0.21302068590364456
SDR42E2,-3.2370796,0.05554001805561124,0.21237414138650879
BCAP31,-0.1191787,0.055413001970236825,0.21197090364568022
MIAT,-3.4864585,0.05537894744826346,0.21188185731227013
LYVE1,-1.1647462,0.05530491105392975,0.21163977445355522
GNG7,-1.4248211,0.055162306262791824,0.21113515003679442
PPP4R3A,-0.33844543,0.0549733251747771,0.2104527880814773
KIF13B,-0.83123595,0.054966260516630526,0.2104527880814773
PPP1R16B,-4.533017,0.05474818713762706,0.20971339479836804
FPR2,-2.9436572,0.05471614033188949,0.2096314791904932
SEMA6B,-2.362451,0.05424999907609263,0.20788608104348733
XPNPEP2,-2.0404606,0.05409957621016071,0.2073500716265458
ING3,-0.45191398,0.05394035078681493,0.20683727321297837
SLC35G2,-1.8068055,0.05319564812079707,0.2042438651339801
MAP2K6,-2.2186687,0.0531099635714406,0.20395470776204397
LAG3,-3.3679106,0.05305922191911706,0.20379965254418433
ARID4A,-0.32013795,0.052367541278846456,0.2015760760815738
KCNQ1,-2.3564394,0.052066188874290854,0.2005338698621561
HMGB3,-1.1588428,0.05206512283515642,0.2005338698621561
WDR26,-0.3851717,0.051809977842354554,0.19970354525316117
GRIPAP1,-0.60155225,0.05173393907917301,0.19944955101464698
RBM23,-0.27540192,0.05163805146989228,0.1991579772461793
NSUN6,-0.883718,0.051399070834807374,0.19827516789365954
HIST1H4C,-0.23595062,0.051262826399397034,0.19782722132776143
SNRPD1,-0.122185856,0.05123301944361293,0.19775100673347415
SRPRB,-0.30320534,0.051165393994403445,0.19752876040014933
ARL11,-6.0589805,0.0510936457228034,0.19732925990999028
AL035446.1,-4.2273235,0.05086270059046346,0.196514525252445
RASGRP3,-1.9399009,0.05080958346603535,0.19639522830724582
GDF15,-1.3710628,0.050617878740801904,0.1957609621954459
AC090204.1,-4.0044904,0.05054746746327802,0.19560407503699517
VTI1A,-0.8204558,0.05047177167591654,0.19534960131729742
TTC17,-0.38876185,0.050147550689854235,0.19417115826386647
MPPE1,-0.5865336,0.05014324645173454,0.19417115826386647
VIM-AS1,-1.4361918,0.04997905626920357,0.1936331437172573
PCTP,-1.092041,0.049945071219097824,0.19361592868886068
HIST1H2BN,-3.3058817,0.04990681832910821,0.19350579017687353
MAPKAPK5-AS1,-0.44831935,0.04986327770085095,0.1933751018055486
AP2B1,-0.28653336,0.04981052313735613,0.19320862219899312
IL18RAP,-4.3755274,0.04974721103977861,0.19300111749489482
PRPF40A,-0.19067194,0.04973233394498293,0.19298147819740566
CCDC167,-0.53875023,0.04971284546863601,0.19294393359737885
DENND4C,-0.85914856,0.049652369439927034,0.19274726316443147
IKBIP,-0.31189844,0.049625738580187796,0.1926819257432173
TRAF1,-1.1526023,0.04932323033546939,0.19169665049535467
PCK2,-0.7133819,0.04919635777678547,0.19132227807910265
TPSAB1,-2.2679057,0.04898393645524112,0.1906795008083451
SLC25A19,-1.2806274,0.048980897804963966,0.1906795008083451
TMEM91,-0.5655904,0.04858470326608869,0.18931280927820765
AKAP17A,-0.601162,0.04851382552307598,0.1890741005817086
FBXO34,-0.613775,0.04793848327850481,0.18701715440911937
LYL1,-1.5014931,0.04783330559315053,0.18668091595326036
MIR99AHG,-0.83456784,0.04782801043743396,0.18668091595326036
IL4I1,-2.8402162,0.047778557629534965,0.18654130264335114
ATP8A1,-2.2422023,0.04769100441468789,0.1862734463253066
CACYBP,-0.15658833,0.04765338152171436,0.18616347853764112
HAUS2,-0.66188586,0.047554163773761655,0.18584972532691346
TPMT,-0.5341412,0.04733935023530394,0.18504697899136102
LRG1,-2.7979527,0.04730835455091772,0.18496259041164131
TSC22D4,-0.4484235,0.047136793836363475,0.18440183852180236
AC015912.3,-3.1810899,0.046922753479513205,0.18374729713487126
P2RY8,-4.111143,0.04678273435572308,0.18323548264984604
ZNF217,-1.3456556,0.04665975666040367,0.18279022423926222
NFATC2,-1.3443696,0.04664565922715554,0.18277141325714077
CACUL1,-0.25554442,0.0463414162226344,0.18168792138971837
GALNT6,-4.328638,0.046191609527370434,0.1812089837444448
SLC25A45,-1.5439324,0.04614631360906505,0.18106741532257775
DAGLB,-1.6450896,0.04613106277105416,0.18104370383322693
ARHGDIA,-0.10616893,0.046119186111905484,0.18103322765667512
IL23A,-3.5269763,0.04602955235521947,0.18071746373968156
NCOR2,-0.34120235,0.04571961727517818,0.17968001496393235
FO393401.1,-4.1544685,0.04570512235988884,0.17965895958419323
CEBPA,-2.1539986,0.04567216483007444,0.1795653079162015
TAF10,-0.61034685,0.04557945001316554,0.17930835257280128
DOK3,-2.918123,0.04553021515993767,0.17918636718868983
GCLC,-1.0689856,0.04544978894363784,0.17890565569765912
LILRA1,-5.877428,0.04538816246025118,0.17869884867710428
SLAMF1,-3.7941828,0.04536030319073409,0.178624931170882
IGFLR1,-3.2185078,0.045300201647148146,0.17845974049012758
GNGT2,-2.9013414,0.0451721567805258,0.17802664794922796
MFSD12,-1.370381,0.04506896485852419,0.17769119451540058
RBMS1,-0.16655058,0.04489768151192258,0.17715797990917556
HELZ,-0.47093028,0.044817728477130274,0.17687799624996697
SUMF2,-0.20597821,0.0446764591131612,0.17639127290822798
SLFN12L,-4.4626536,0.04467208467892139,0.17639127290822798
N4BP2L1,-0.31806237,0.044666617144220946,0.17639127290822798
CEBPG,-0.297077,0.04465802644450906,0.17639127290822798
NUDT22,-0.3641305,0.04444495591450999,0.17561831253840343
PLA2G15,-0.86553115,0.04435558887719409,0.1753709206723085
SNX20,-2.790551,0.04422809624196409,0.17490201695685798
CD1D,-3.9947522,0.04421074894790276,0.17486858696714225
CYP27A1,-0.31937227,0.044137860223434015,0.17465055498352983
RP2,-1.1607715,0.0439826724091628,0.1741766978668598
TWISTNB,-0.3811772,0.04393982625965674,0.17404207572872094
HCAR3,-2.799314,0.04391194897107175,0.17396670172661954
TRIM25,-0.983771,0.04385577775791019,0.1737791822402318
CGAS,-1.864254,0.04357919664411027,0.1727876919573495
MYO9B,-0.34686166,0.043299220944024296,0.17178153393894383
BICC1,-0.92592776,0.04328917935373365,0.17177635609548156
CR1,-2.7348082,0.04323900091283944,0.1716118764530176
NFYB,-0.45981207,0.04314440407200894,0.17127100199148795
CIDEB,-2.4118643,0.043023187947773586,0.17082429754223027
PTDSS1,-0.53897077,0.042974630964224936,0.17066596526329847
CLIC3,-0.952638,0.04296480419500072,0.17066141011759678
GNG2,-0.53799814,0.042910715406430794,0.17054992648498934
VAV3,-2.6928616,0.042516319895505555,0.16907277838326812
PAPOLA,-0.12288601,0.04247812745194946,0.16896721463892986
PHKG2,-0.68330127,0.04245851830519671,0.16892338869218487
PIEZO1,-1.3682451,0.04235610657220697,0.1685500440037914
HHIP-AS1,-3.124787,0.04208932793897075,0.16765809682658891
BRAF,-0.6649562,0.0419617326547418,0.16718370566515364
LCOR,-0.4873853,0.0419598064032165,0.16718370566515364
MRRF,-1.0353225,0.04185796997176177,0.16687173673657338
PRKCE,-2.0507514,0.04165713353182574,0.1662058765224752
INTS10,-0.2712224,0.041653599296213685,0.1662058765224752
RNF168,-0.41732225,0.04150450960938377,0.16569780059689412
SLC38A10,-0.30566594,0.041455500210281326,0.16560301607772276
NUP210,-3.3762195,0.041389254156395654,0.16537198033388567
TCHH,-2.8946686,0.0411755940676967,0.16455173385346594
TXNDC11,-0.5968143,0.03997114221276342,0.16016152398356517
ARID3A,-1.9375921,0.039955503032739856,0.16016152398356517
CTBS,-0.32273647,0.03987397914521046,0.15993516482111955
CDK13,-0.67856777,0.039760875584743956,0.15951404524530416
MAP2K2,-0.48525608,0.03971927453504186,0.15937966855265162
GRK6,-0.9754226,0.03971319312518636,0.15937966855265162
IL10RB-DT,-3.6065016,0.03946481612451963,0.15842327779508064
R3HDM4,-0.6528937,0.03934231544993076,0.15796377504115555
CXCR6,-5.7018657,0.03930823579422077,0.1578591773255655
DENND6B,-1.9726522,0.03914240381714245,0.1572574466392838
ANP32A,-0.19839445,0.039018385243906877,0.15682328100279988
RREB1,-0.75654083,0.03887803078152093,0.15632070903690296
ROBO4,-3.3104627,0.0388617835690922,0.15628970925250377
STOM,-0.17534852,0.038767885130924745,0.15597588652429759
TAZ,-0.863988,0.03873298254013893,0.15586735626365364
P2RX7,-1.5990585,0.03866256626872949,0.15561583991315442
FOXN3,-0.22676438,0.038615728577829085,0.15549097999125036
TBC1D22A,-0.5992909,0.03847522938688925,0.15502048364856894
SURF4,-0.2512474,0.038353696113178605,0.15456248677542891
FLT1,-1.7969254,0.03831019417862097,0.154418826965979
SNAP29,-0.2728747,0.03823961011885819,0.1541975418697682
KIAA0513,-1.7629595,0.038050335253872476,0.15352876908714153
GGNBP2,-0.17839172,0.03796259757139911,0.15323765006135276
ZMIZ1,-0.6147154,0.037895412354036775,0.15299786400514806
GMFB,-0.63315475,0.03781679568820549,0.1527866284160424
PIK3R3,-2.4977622,0.03758218245848323,0.15201416817500457
C5AR2,-1.9350488,0.03755951771737834,0.15195375254302323
APBA2,-3.155858,0.037541987508107465,0.15191408898629533
CMTM8,-2.2813063,0.03737727496180533,0.15140337459806683
RPN2,-0.10750907,0.03727316827133145,0.151012782722217
ORAI3,-0.45091644,0.037130825368193454,0.15056017496172813
MKNK1,-0.34873205,0.0370795672756668,0.1503833440128219
EAF1,-0.8913527,0.03680150702144793,0.14937886685708282
GNPDA1,-0.56639564,0.03658822627005647,0.14857449502723055
NEDD4L,-3.6475914,0.03654577579139748,0.14843277083463277
MZT2A,-0.18511672,0.036532469227904193,0.14840938222294467
PHC2,-0.36499542,0.03643930738255772,0.1480615130720913
LY9,-3.7922668,0.036392014644767684,0.1478999156563502
IRF2,-0.3228651,0.03578027132016772,0.14571598668452196
KMO,-3.4225311,0.035673900298518565,0.1453577232884571
TSPAN13,-2.2475526,0.03520819863890089,0.143652957384949
BEST1,-0.6740011,0.03518140197599324,0.14357341752843067
DCLK1,-0.97959614,0.034783052203675675,0.1419772415255701
DNAJC4,-0.31200498,0.034752618644400456,0.1418824725469688
IL6R,-0.8792282,0.03470946980737619,0.14173574150625767
NUMB,-0.29975626,0.03462796543408679,0.14146167803137638
IRF5,-2.0467522,0.03459173789355089,0.14134304872464623
UBE2I,-0.13640663,0.034572756533367284,0.14129485324445387
DNAJB11,-0.27553198,0.03455051818728486,0.14123332403293032
NOX4,-1.1283054,0.034275876152580056,0.1401689427853638
CYB561A3,-0.41987363,0.03413962915447949,0.13966986858830122
PDGFB,-2.363473,0.03404450710686057,0.13935284442063017
RSL1D1,-0.106323786,0.03400533221795603,0.1392653284877008
MIA2,-0.9500202,0.0337209887863582,0.13815838331264324
LMAN2,-0.13068005,0.033684590573281804,0.13803801997746287
NCEH1,-1.2273831,0.03363729858052017,0.1378729549072728
PLLP,-2.6932447,0.03353174195637729,0.1374976246811867
AC091271.1,-1.5908763,0.033503592486018245,0.13741085428871314
TENT2,-0.7232763,0.033457373355438254,0.13727097753332695
TAF9,-0.24930616,0.033448942419890104,0.13727097753332695
GDI2,-0.08557175,0.0334315975178103,0.13727097753332695
ZNF92,-1.2778932,0.033376560151565184,0.13709001999165962
ELL,-0.75679606,0.033287761241101464,0.13675385740128226
ATXN1,-0.6351906,0.033211184358148266,0.13646777572620925
FLT3LG,-1.4223497,0.03301870977937554,0.13576199742410744
NCSTN,-0.37723324,0.032964496018537556,0.13556743792438516
EIF2AK1,-0.45788866,0.0328548532660721,0.1351447960078472
ATG16L2,-0.8117761,0.03283200026679271,0.13508449385148494
KDM2B,-1.511432,0.032712065388421335,0.13469835176275188
SDE2,-0.72376794,0.03257446693492487,0.13415985942071487
UBE2J1,-0.2258272,0.03250573458927791,0.13390482997996697
HIC1,-1.2693882,0.0324910734766644,0.13387248254362435
